hip,proper,bayer,ra,dec,mag,con
85019,,,17.37721,-35.910699,6.42,Sco
85020,,,17.37756,-37.804637,6.33,Sco
85048,,,17.381874,-37.220786,5.91,Sco
85162,,,17.403636,-44.162576,5.1,Sco
85237,,,17.417408,-34.696055,6.14,Sco
85543,,,17.482247,-36.77828,5.98,Sco
85549,,,17.483573,-43.973919,6.3,Sco
85589,,,17.490447,-38.51692,6.38,Sco
85696,Lesath,Ups,17.512732,-37.295811,2.7,Sco
85786,,,17.529822,-33.703158,6.43,Sco
85839,,,17.540175,-34.279405,6.16,Sco
85889,,,17.552052,-41.173066,5.84,Sco
85927,Shaula,Lam,17.560145,-37.103821,1.62,Sco
86011,,,17.57847,-32.581662,5.69,Sco
86098,,,17.595297,-37.439878,6.48,Sco
86170,,,17.609121,-38.635308,4.26,Sco
86228,Sargas,The,17.62198,-42.997824,1.86,Sco
86246,,,17.624144,-38.066364,6.26,Sco
86311,,,17.635678,-42.880274,6.09,Sco
86527,,,17.68293,-32.214464,6.01,Sco
86670,,Kap,17.708132,-39.029983,2.39,Sco
86698,,,17.714194,-36.945564,5.53,Sco
86716,,,17.718573,-33.051289,6.44,Sco
86847,,,17.745002,-42.729302,5.87,Sco
87042,,,17.785359,-38.112164,6.41,Sco
87072,,,17.792674,-27.830788,4.53,Sgr
87073,,Iot-1,17.793078,-40.126997,2.99,Sco
87099,,,17.796,-22.477791,6.18,Sgr
87163,,,17.807732,-26.974945,6.31,Sgr
87220,,,17.819577,-31.703203,4.79,Sco
87261,Fuyue,,17.830965,-37.043304,3.19,Sco
87294,,Iot-2,17.83642,-40.090435,4.78,Sco
87390,,,17.85904,-40.772461,5.94,Sco
87460,,,17.870461,-34.799196,5.88,Sco
87472,,,17.872156,-34.416842,5.84,Sco
87516,,,17.88034,-34.114833,6.05,Sco
87523,,,17.881265,-41.996522,6.19,Sco
87532,,,17.882668,-35.624314,6.03,Sco
87567,,,17.888772,-34.730812,6.14,Sco
87569,,,17.889853,-34.895125,5.58,Sco
87616,,,17.898548,-34.752721,6.0,Sco
87624,,,17.899482,-34.831053,6.41,Sco
87671,,,17.907534,-34.466722,6.1,Sco
87706,,,17.915012,-24.887095,6.18,Sgr
87722,,,17.918897,-36.475645,6.05,Sco
87782,,,17.931936,-18.802154,6.48,Sgr
87836,,,17.944955,-28.065394,5.76,Sgr
87846,,,17.946507,-44.342246,4.85,Sco
87865,,,17.948861,-40.305643,6.46,Sco
87936,,,17.963279,-41.716295,4.88,Sco
87948,,,17.966053,-39.136523,6.28,Sco
88012,,,17.977514,-28.759089,5.99,Sgr
88038,,,17.982135,-36.858376,5.74,Sgr
88060,,,17.9848,-30.253025,5.0,Sgr
88116,,,17.996543,-23.816133,4.74,Sgr
88125,,,18.000023,-20.339548,6.22,Sgr
88258,,,18.023089,-17.156868,6.27,Sgr
88294,,,18.030083,-36.377864,6.3,Sgr
88298,,,18.031772,-22.780298,5.72,Sgr
88380,,,18.047527,-24.282468,5.37,Sgr
88469,,,18.064568,-24.36073,5.89,Sgr
88550,,,18.080662,-35.901442,5.98,Sgr
88567,,Gam-1,18.083674,-29.580087,4.66,Sgr
88635,Alnasl,Gam-2,18.096803,-30.424091,2.98,Sgr
88694,,,18.106585,-36.019788,5.94,Sgr
88760,,,18.11982,-21.443938,6.22,Sgr
88816,,,18.130095,-17.154159,5.52,Sgr
88839,,,18.134716,-28.457093,4.55,Sgr
88876,,,18.144052,-21.449562,6.42,Sgr
89010,,,18.166656,-32.719635,6.39,Sgr
89020,,,18.168281,-30.728666,5.53,Sgr
89086,,,18.182041,-33.80007,6.13,Sgr
89114,,,18.18744,-19.841958,6.33,Sgr
89153,,,18.19537,-23.701235,4.96,Sgr
89341,Polis,Mu,18.229392,-21.058834,3.84,Sgr
89369,,,18.23775,-21.713164,5.49,Sgr
89439,,,18.253585,-20.72827,5.29,Sgr
89440,,,18.253603,-20.387974,5.96,Sgr
89470,,,18.258546,-18.661577,6.05,Sgr
89609,,,18.286563,-17.373886,5.81,Sgr
89620,,,18.289928,-28.288975,6.36,Sgr
89622,,,18.290024,-28.652065,6.18,Sgr
89637,,,18.293402,-34.107258,6.03,Sgr
89642,,Eta,18.293793,-36.761686,3.1,Sgr
89678,,,18.300886,-27.042641,4.66,Sgr
89931,Kaus Media,Del,18.3499,-29.828103,2.72,Sgr
89968,,,18.356385,-18.859999,5.76,Sgr
89980,,,18.358713,-24.915276,6.19,Sgr
90012,,,18.366705,-28.429962,6.15,Sgr
90074,,,18.38141,-36.669556,5.33,Sgr
90124,,,18.39134,-36.237987,5.52,Sgr
90185,Kaus Australis,Eps,18.402868,-34.384616,1.79,Sgr
90260,,,18.417066,-30.75657,5.58,Sgr
90289,,,18.422511,-20.541679,4.81,Sgr
90290,,,18.422688,-35.992025,6.14,Sgr
90336,,,18.431835,-33.945718,6.3,Sgr
90478,,,18.462154,-26.634845,6.31,Sgr
90485,,,18.463745,-29.816865,5.9,Sgr
90494,,,18.465689,-17.800357,6.19,Sgr
90496,Kaus Borealis,Lam,18.466179,-25.4217,2.82,Sgr
90510,,,18.46838,-26.757245,6.28,Sgr
90687,,,18.503295,-18.728794,5.63,Sgr
90763,,,18.518012,-32.989114,5.37,Sgr
90806,,,18.523971,-18.402697,5.12,Sgr
91004,,,18.564857,-24.032283,5.49,Sgr
91014,,,18.566046,-33.01656,5.28,Sgr
91132,,,18.589258,-20.840442,6.49,Sgr
91172,,,18.599901,-29.699104,6.36,Sgr
91347,,,18.631785,-21.397725,5.93,Sgr
91405,,,18.641865,-23.504893,5.78,Sgr
91438,,,18.648168,-21.051871,5.85,Sgr
91689,,,18.697674,-23.833423,6.22,Sgr
91781,,,18.715305,-19.284209,6.32,Sgr
91901,,,18.73554,-36.718335,6.31,Sgr
91918,,,18.738711,-35.641987,4.86,Sgr
91974,,,18.747112,-25.010914,5.82,Sgr
92016,,,18.755182,-21.001615,6.35,Sgr
92041,,Phi,18.76094,-26.990778,3.17,Sgr
92079,,,18.766985,-19.606357,6.34,Sgr
92111,,,18.772391,-22.392176,5.37,Sgr
92301,,,18.812614,-18.60115,6.46,Sgr
92390,,,18.827807,-20.324656,5.22,Sgr
92480,,,18.847359,-22.16219,6.29,Sgr
92635,,,18.874532,-26.65077,6.28,Sgr
92643,,,18.876957,-29.379676,6.12,Sgr
92747,,,18.900025,-21.359845,5.68,Sgr
92761,Ainalrami,Nu-1,18.902827,-22.744834,4.86,Sgr
92845,,Nu-2,18.918649,-22.671328,5.0,Sgr
92855,Nunki,Sig,18.92109,-26.296722,2.05,Sgr
92882,,,18.92528,-16.376635,5.56,Sgr
92931,,,18.93352,-23.173751,5.91,Sgr
92972,,,18.940899,-31.689025,6.45,Sgr
93057,,Xi-1,18.955688,-20.656346,5.02,Sgr
93085,,Xi-2,18.962167,-21.106654,3.52,Sgr
93134,,,18.972579,-31.035975,6.09,Sgr
93140,,,18.973564,-22.529493,6.14,Sgr
93225,,,18.989945,-12.840517,5.51,Sgr
93234,,,18.990772,-18.566433,6.37,Sgr
93315,,,19.006892,-24.942171,6.35,Sgr
93418,,,19.025977,-15.282617,6.31,Sgr
93423,,,19.02715,-22.695364,6.25,Sgr
93498,,,19.041022,-24.846826,5.63,Sgr
93506,Ascella,Zet,19.043532,-29.880105,2.6,Sgr
93537,,,19.051057,-19.245686,5.96,Sgr
93543,,,19.051944,-19.103024,6.37,Sgr
93667,,,19.073627,-31.047079,5.49,Sgr
93683,,Omi,19.07805,-21.741496,3.76,Sgr
93763,,,19.094772,-15.660419,5.93,Sgr
93855,,,19.114477,-16.229276,6.0,Sgr
93864,,Tau,19.11567,-27.670423,3.32,Sgr
93887,,,19.118979,-18.738171,6.28,Sgr
93925,,,19.125234,-28.6368,6.05,Sgr
93993,,,19.137378,-24.657369,6.3,Sgr
93996,,,19.137973,-19.290289,5.56,Sgr
94141,Albaldah,Pi,19.162731,-21.023615,2.88,Sgr
94144,,,19.163374,-19.803657,6.11,Sgr
94272,,,19.188559,-29.502293,6.28,Sgr
94372,,,19.207788,-21.658382,6.39,Sgr
94434,,,19.220463,-25.906786,5.79,Sgr
94437,,,19.220979,-12.282584,5.51,Sgr
94643,,Psi,19.259007,-25.256682,4.86,Sgr
94645,Gumala,,19.259228,-24.179352,6.25,Sgr
94820,,,19.293911,-18.952908,4.88,Sgr
94929,,,19.316694,-15.53657,6.09,Sgr
94986,,,19.327776,-35.421452,5.59,Sgr
95077,,,19.34393,-22.402535,5.59,Sgr
95149,,,19.358263,-34.983487,6.48,Sgr
95159,,,19.360309,-19.234446,6.25,Sgr
95168,,Rho-1,19.361211,-17.847197,3.92,Sgr
95176,,Ups,19.362117,-15.955018,4.52,Sgr
95188,,Rho-2,19.364137,-18.308388,5.84,Sgr
95211,,,19.369316,-42.016026,6.33,Sgr
95241,Arkab Prior,Bet-1,19.377303,-44.458965,3.96,Sgr
95294,Arkab Posterior,Bet-2,19.386976,-44.799778,4.27,Sgr
95347,Rukbat,Alp,19.398103,-40.61594,3.96,Sgr
95396,,,19.405964,-43.722063,6.13,Sgr
95408,,,19.408383,-27.865945,6.03,Sgr
95456,,,19.41779,-29.309359,5.91,Sgr
95477,,Chi-1,19.421247,-24.508575,5.02,Sgr
95485,,,19.422665,-13.89713,5.72,Sgr
95503,,Chi-3,19.424906,-23.962457,5.45,Sgr
95557,,,19.4364,-15.053251,5.71,Sgr
95564,,,19.438654,-21.776693,5.57,Sgr
95619,,,19.449022,-29.743225,5.66,Sgr
95823,,,19.489951,-43.445195,5.7,Sgr
95865,,,19.497829,-26.985615,5.46,Sgr
95965,,,19.515013,-21.312237,6.11,Sgr
96095,,,19.537231,-44.546387,6.48,Sgr
96234,,,19.569024,-40.034638,5.89,Sgr
96365,,,19.592628,-12.253114,6.27,Sgr
96406,,,19.600459,-24.719081,5.64,Sgr
96440,,,19.607243,-18.852921,6.13,Sgr
96465,,,19.611786,-24.883623,4.59,Sgr
96496,,,19.617595,-18.231052,5.66,Sgr
96536,,,19.626227,-14.301801,5.46,Sgr
96729,,,19.663739,-23.4277,6.33,Sgr
96760,,,19.668657,-23.429086,5.97,Sgr
96808,,,19.678717,-16.293268,5.3,Sgr
96950,,,19.708648,-16.123996,5.06,Sgr
97063,,,19.72598,-15.470105,5.49,Sgr
97067,,,19.727116,-37.538765,6.14,Sgr
97260,,,19.767005,-31.908571,5.51,Sgr
97290,,,19.772707,-19.761113,4.87,Sgr
97423,,,19.80084,-13.703616,6.11,Sgr
97484,,,19.813937,-12.319421,6.47,Sgr
97515,,,19.819889,-28.788972,6.04,Sgr
97749,,,19.864056,-39.874367,5.32,Sgr
97783,,,19.870001,-19.044991,5.88,Sgr
97849,,,19.885107,-14.603203,6.47,Sgr
97944,,,19.904931,-23.941071,6.22,Sgr
98012,,,19.918085,-33.046252,6.47,Sgr
98032,,Iot,19.921026,-41.868288,4.12,Sgr
98066,Terebellum,Ome,19.930651,-26.299506,4.7,Sgr
98162,,,19.94912,-27.169899,4.54,Sgr
98258,,,19.965842,-15.49149,5.01,Sgr
98351,,,19.982338,-30.538384,6.27,Sgr
98353,,,19.982555,-26.195767,4.84,Sgr
98412,,The-1,19.995605,-35.276305,4.37,Sgr
98421,,The-2,19.997595,-34.697799,5.3,Sgr
98461,,,20.004425,-37.701719,5.95,Sgr
98470,,,20.005621,-33.703452,5.65,Sgr
98485,,,20.007356,-43.043302,6.11,Sgr
98512,,,20.013424,-45.112918,5.8,Sgr
98575,,,20.023291,-22.737307,6.01,Sgr
98579,,,20.024104,-40.814336,6.31,Sgr
98633,,,20.032944,-13.637217,5.69,Sgr
98688,,,20.044299,-27.709845,4.43,Sgr
98761,,,20.059291,-37.940699,4.77,Sgr
98785,,,20.062309,-22.595595,6.44,Sgr
98842,,,20.072108,-32.056296,4.99,Sgr
99221,,,20.14202,-10.062595,6.18,Cap
99457,,,20.186133,-8.842344,6.39,Cap
99461,,,20.186632,-36.101212,5.32,Sgr
99529,,Xi-1,20.199416,-12.392403,6.34,Cap
99570,,,20.206624,-42.780063,6.2,Sgr
99572,,Xi-2,20.207186,-12.617497,5.84,Cap
99825,,,20.254806,-27.032977,5.73,Cap
99878,,,20.264057,-30.005278,6.3,Sgr
99918,,,20.273001,-12.337119,6.3,Cap
99920,,,20.273225,-36.453575,6.3,Sgr
100027,,Alp-1,20.29413,-12.508212,4.3,Cap
100062,,,20.300388,-21.80996,5.86,Cap
100064,Algedi,Alp-2,20.300904,-12.544852,3.58,Cap
100195,,Sig,20.323223,-19.118533,5.28,Cap
100310,Alshat,Nu,20.344393,-12.75908,4.77,Cap
100325,,,20.346263,-14.784892,6.09,Cap
100332,,,20.347748,-35.673676,6.46,Sgr
100345,Dabih,Bet,20.350187,-14.781367,3.05,Cap
100469,,Kap-1,20.374305,-42.049548,5.6,Sgr
100524,,,20.383553,-9.65471,6.29,Cap
100591,,Kap-2,20.398106,-42.422868,5.64,Sgr
100738,,,20.424119,-28.663269,5.86,Sgr
100764,,,20.429985,-40.796184,6.08,Sgr
100852,,,20.448052,-37.402905,6.24,Sgr
100881,,Pi,20.455336,-18.211721,5.08,Cap
101011,,,20.478775,-15.741499,6.41,Cap
101027,,Rho,20.481004,-17.813687,4.77,Cap
101090,,,20.492039,-22.391567,6.13,Cap
101123,,Omi,20.498307,-18.583178,5.94,Cap
101221,,,20.517863,-15.056168,6.1,Cap
101345,,,20.539915,-9.853384,5.66,Cap
101384,,,20.547877,-24.943829,6.35,Cap
101507,,,20.569916,-13.721091,6.11,Cap
101608,,,20.592293,-16.525879,6.19,Cap
101808,,,20.631173,-25.10922,6.38,Cap
101911,,,20.651628,-4.929494,6.46,Aqr
101921,,,20.653681,-2.412975,6.23,Aqr
101923,,Tau,20.654533,-14.95476,5.24,Cap
101936,,,20.656914,0.486445,5.15,Aqr
101984,,Ups,20.667485,-18.138659,5.15,Cap
101997,,,20.669925,-23.773867,6.36,Cap
102026,,,20.6757,-16.12418,5.79,Cap
102094,,,20.690073,-25.999911,6.29,Cap
102414,,,20.753645,-27.24728,6.5,Cap
102485,,Psi,20.76826,-25.270898,4.13,Cap
102487,,,20.769441,-21.514032,5.91,Cap
102561,,,20.784323,-2.486912,6.28,Aqr
102618,Albali,Eps,20.794598,-9.495776,3.78,Aqr
102624,,,20.795621,-5.027701,4.43,Aqr
102770,,,20.821455,-0.563337,6.24,Aqr
102772,,,20.821559,-25.78124,5.86,Cap
102780,,,20.822373,-18.035855,6.2,Cap
102891,,,20.844938,-12.544906,5.87,Aqr
102945,,,20.857152,-5.626633,5.99,Aqr
102978,,Ome,20.863692,-26.919133,4.12,Cap
103005,,,20.869082,-5.507059,5.55,Aqr
103045,,Mu,20.877565,-8.983318,4.73,Aqr
103071,,,20.883653,-23.783203,6.32,Cap
103077,,,20.884888,-11.573659,6.38,Aqr
103154,,,20.899552,-6.889461,6.44,Aqr
103226,,,20.913283,-17.922894,5.78,Cap
103389,,,20.946479,-26.296378,5.7,Cap
103401,,,20.948341,-9.697545,5.49,Aqr
103414,,,20.952938,0.463779,6.06,Aqr
103460,,,20.96129,-16.031539,5.89,Cap
103545,,,20.978289,-14.483128,5.95,Aqr
103616,,,20.993372,-19.035283,6.26,Cap
103682,,,21.0094,-4.730261,6.21,Aqr
103703,,,21.014379,-17.530898,6.07,Cap
103777,,,21.029244,-26.880993,6.04,Cap
103889,,,21.049896,-0.924744,6.5,Aqr
103892,,,21.05084,1.532061,6.24,Aqr
103981,,,21.067979,-5.823066,5.53,Aqr
104019,,Eta,21.073417,-19.854991,4.82,Cap
104048,,,21.079271,2.269771,6.34,Aqr
104139,,The,21.099118,-17.232861,4.08,Cap
104234,,,21.118797,-25.005853,4.49,Cap
104297,,,21.129082,-17.455902,6.18,Cap
104365,,Chi,21.142673,-21.193669,5.3,Cap
104452,,,21.159165,-20.556661,6.25,Cap
104459,,Nu,21.159902,-11.371693,4.5,Aqr
104557,,,21.179705,-9.354074,6.27,Aqr
104634,,,21.194816,-14.472378,6.47,Aqr
104872,,,21.243625,0.092256,6.38,Aqr
104914,,,21.251839,-17.345138,6.05,Cap
104963,,Phi,21.260528,-20.651696,5.17,Cap
104974,,,21.262456,-15.1715,5.31,Cap
105019,,,21.271604,-9.214656,6.45,Aqr
105046,,,21.277631,-1.607759,6.48,Aqr
105079,,,21.287094,-13.278989,6.41,Aqr
105143,,,21.299246,-17.985138,5.4,Cap
105164,,,21.303076,-4.519478,5.83,Aqr
105412,,,21.351199,-4.560125,5.87,Aqr
105515,,Iot,21.370776,-16.834542,4.28,Cap
105574,,,21.382293,-9.31933,5.99,Aqr
105576,,,21.38347,-22.669048,5.63,Cap
105646,,,21.398859,-25.202484,6.47,Cap
105662,,,21.402202,-22.747101,6.38,Cap
105665,,,21.402665,-20.851869,5.38,Cap
105668,,,21.403192,-12.878108,5.48,Aqr
105729,,,21.414354,-3.398357,6.38,Aqr
105761,,,21.420285,-9.748552,5.71,Aqr
105767,,,21.421377,-3.556747,5.48,Aqr
105819,,,21.430996,0.53434,6.45,Aqr
105864,,,21.441126,1.103359,6.12,Aqr
105881,,Zet,21.444452,-22.411332,3.77,Cap
105928,,,21.454117,-21.19621,5.78,Cap
106039,,,21.478721,-21.80718,4.5,Cap
106278,Sadalsuud,Bet,21.525982,-5.571172,2.9,Aqr
106363,,,21.542572,-24.590418,6.43,Cap
106544,,,21.578547,1.829161,6.41,Aqr
106559,,,21.580848,-20.084274,5.7,Cap
106590,,,21.587765,-23.454313,6.39,Cap
106592,,,21.588228,-3.983305,5.79,Aqr
106723,,Eps,21.618008,-19.466011,4.51,Cap
106758,,,21.626044,-0.390562,6.22,Aqr
106786,Bunda,Xi,21.629197,-7.854201,4.68,Aqr
106938,,,21.657808,-10.576896,6.07,Cap
106944,,,21.65924,2.243558,5.1,Aqr
106985,Nashira,Gam,21.668181,-16.662308,3.69,Cap
107095,,,21.692462,-14.047611,5.16,Cap
107128,,,21.700192,-23.262858,5.24,Cap
107144,,,21.702809,1.285253,5.66,Aqr
107188,,Kap,21.710973,-18.866323,4.72,Cap
107232,,,21.717888,-14.399709,5.88,Cap
107238,,,21.720425,-19.620961,6.23,Cap
107302,,,21.733602,-14.74937,5.96,Cap
107382,,,21.750071,-9.082428,5.1,Cap
107487,,,21.771186,-9.275935,6.0,Cap
107517,,Lam,21.775583,-11.365954,5.57,Cap
107556,Deneb Algedi,Del,21.784011,-16.127286,2.85,Cap
107596,,,21.793955,-5.916802,6.17,Aqr
107750,,,21.828061,-12.722865,6.31,Cap
107797,,,21.836939,-16.844914,6.38,Cap
107901,,,21.861595,-18.62294,6.19,Cap
108036,,Mu,21.888268,-13.551768,5.08,Cap
108102,,,21.902881,-4.27618,5.71,Aqr
108144,,,21.909976,-3.301272,6.24,Aqr
108453,,,21.970363,-5.424922,6.33,Aqr
108494,,,21.978831,-21.182945,6.06,Cap
108506,,,21.98194,-4.373109,6.24,Aqr
108691,,,22.01806,0.604715,5.6,Aqr
108784,,,22.036625,-17.903474,6.28,Aqr
108797,,,22.040625,-16.964836,6.39,Aqr
108868,,,22.054572,-6.522406,5.55,Aqr
108874,,Omi,22.055234,-2.155363,4.74,Aqr
108991,,,22.079839,-0.906343,5.29,Aqr
109074,Sadalmelik,Alp,22.096399,-0.319851,2.95,Aqr
109139,,Iot,22.107286,-13.869679,4.29,Aqr
109332,,,22.14972,-18.519592,5.8,Aqr
109375,,,22.158044,-23.659109,6.36,Aqr
109442,,,22.17253,-3.894086,6.28,Aqr
109466,,,22.176041,-4.266855,5.98,Aqr
109472,,,22.177078,-11.564939,5.43,Aqr
109509,,,22.183993,-21.23279,6.1,Aqr
109624,,,22.207155,-14.193957,6.04,Aqr
109647,,,22.212186,-4.720679,6.39,Aqr
109786,,,22.238342,-21.074566,5.33,Aqr
109984,,,22.276015,-1.596389,6.16,Aqr
110000,,,22.280012,-12.831436,5.34,Aqr
110003,Ancha,The,22.280565,-7.78329,4.17,Aqr
110009,,,22.281268,-9.040067,5.8,Aqr
110018,,,22.283287,-23.140247,6.17,Aqr
110023,,,22.285139,-5.387164,5.75,Aqr
110091,,,22.301187,-0.237656,6.39,Aqr
110179,,,22.316872,-13.304995,5.96,Aqr
110273,,Rho,22.336643,-7.821102,5.35,Aqr
110391,,,22.35988,-21.59823,5.12,Aqr
110395,Sadachbia,Gam,22.360938,-1.387331,3.86,Aqr
110529,,,22.391901,-24.762661,5.53,Aqr
110532,,,22.392264,-7.194421,5.92,Aqr
110578,,,22.401912,-4.83702,5.79,Aqr
110602,,,22.407517,-13.529369,5.76,Aqr
110672,,Pi,22.421284,1.377401,4.8,Aqr
110746,,,22.436306,-23.682447,6.29,Aqr
110778,,,22.442853,-16.742138,5.55,Aqr
110960,,Zet-1,22.480531,-0.019972,3.65,Aqr
111066,,,22.500411,-12.915116,6.41,Aqr
111086,,,22.504819,-14.585734,6.36,Aqr
111123,,Sig,22.510782,-10.67795,4.82,Aqr
111170,,,22.521753,-6.555151,6.15,Aqr
111171,,,22.521783,-2.911276,6.15,Aqr
111200,,,22.528144,-10.905561,6.39,Aqr
111394,,,22.567476,-1.57427,5.88,Aqr
111449,,Ups,22.57823,-20.708216,5.21,Aqr
111497,,Eta,22.589272,-0.117498,4.04,Aqr
111515,,,22.593437,-23.991094,5.97,Aqr
111539,,,22.59689,-17.460424,6.39,Aqr
111710,Situla,Kap,22.629273,-4.228056,5.04,Aqr
111761,,,22.639484,-7.897563,6.23,Aqr
111965,,,22.679987,-3.554239,6.32,Aqr
112078,,,22.701674,-5.101968,6.28,Aqr
112168,,,22.717615,-8.311441,6.45,Aqr
112179,,,22.720629,-6.962937,6.4,Aqr
112211,,,22.726454,-18.830375,4.68,Aqr
112529,,,22.792535,-19.613375,5.24,Aqr
112542,,Tau-1,22.795213,-14.056428,5.68,Aqr
112615,,,22.808391,-10.555478,6.19,Aqr
112716,,Tau-2,22.826528,-13.592632,4.05,Aqr
112961,,Lam,22.87691,-7.579599,3.73,Aqr
113031,,,22.891307,-11.616514,5.8,Aqr
113080,,,22.901568,-19.175149,6.37,Aqr
113127,,,22.909478,-7.204626,6.2,Aqr
113136,Skat,Del,22.910837,-15.82082,3.27,Aqr
113148,,,22.912632,-16.271957,5.53,Aqr
113167,,,22.916524,1.064904,6.11,Psc
113184,,,22.919711,-4.987899,5.72,Aqr
113204,,,22.925165,-20.139404,6.36,Aqr
113345,,,22.954777,-4.810095,6.31,Aqr
113360,,,22.959112,3.810241,6.28,Psc
113421,,,22.970984,-2.395385,6.17,Psc
113433,,,22.973239,-1.410209,6.38,Psc
113465,,,22.978507,7.340074,6.35,Psc
113521,,,22.99096,0.962927,5.43,Psc
113531,,,22.993243,-13.070895,6.12,Aqr
113610,,,23.01053,0.185866,6.22,Psc
113622,,,23.011917,3.011805,5.85,Psc
113673,,,23.023068,-22.790891,6.27,Aqr
113674,,,23.023234,-7.061153,6.23,Aqr
113686,,,23.025475,-4.711461,5.94,Aqr
113705,,,23.028772,3.53091,6.44,Psc
113781,,,23.042377,-6.574008,6.18,Aqr
113801,,,23.045626,-20.870712,5.97,Aqr
113889,Fumalsamakah,Bet,23.064615,3.820045,4.48,Psc
113904,,,23.066883,6.616338,6.42,Psc
113996,,,23.086052,-7.693801,5.44,Aqr
113998,,,23.086904,-17.07925,6.15,Aqr
114005,,,23.088231,1.307127,6.39,Psc
114119,,,23.111345,-23.743115,4.48,Aqr
114273,,,23.1447,2.127883,5.42,Psc
114341,,,23.157443,-21.17241,3.68,Aqr
114371,,,23.163764,-14.510552,6.43,Aqr
114375,,,23.165249,-22.457611,4.71,Aqr
114724,,Phi,23.238711,-6.049003,4.22,Aqr
114750,,,23.244492,-10.688715,6.13,Aqr
114822,,,23.259516,-3.49638,5.56,Aqr
114855,,Psi-1,23.264859,-9.087737,4.24,Aqr
114939,,Chi,23.280817,-7.726504,4.93,Aqr
114971,,Gam,23.286094,3.282289,3.7,Psc
115015,,,23.294467,-11.712942,6.33,Aqr
115033,,Psi-2,23.298393,-9.182513,4.41,Aqr
115115,,Psi-3,23.316021,-9.61075,4.99,Aqr
115126,,,23.318518,-13.458552,5.2,Aqr
115142,,,23.323327,-5.124352,5.56,Aqr
115144,,,23.323363,-18.075376,5.96,Aqr
115227,,,23.339051,5.381307,5.05,Psc
115257,,,23.344691,-5.907975,6.17,Aqr
115404,,,23.377547,-15.039338,5.19,Aqr
115438,,,23.382842,-20.10058,3.96,Aqr
115476,,,23.392207,0.291325,6.33,Psc
115522,,,23.401106,-21.774411,6.46,Aqr
115528,,,23.402182,-18.688006,6.18,Aqr
115669,,,23.434108,-20.642014,4.38,Aqr
115709,,,23.443187,-21.740836,6.43,Aqr
115738,,Kap,23.448876,1.255608,4.95,Psc
115768,,,23.454109,1.122609,6.26,Psc
115830,,The,23.466138,6.378992,4.27,Psc
115839,,,23.468109,-11.449752,6.37,Aqr
115906,,,23.483518,-9.266104,6.2,Aqr
115945,,,23.49083,-1.791213,6.35,Psc
115953,,,23.492245,-4.532747,6.26,Aqr
116060,,,23.516984,-6.288082,6.39,Aqr
116106,,,23.525417,-4.087406,6.5,Aqr
116118,,,23.528345,-21.369457,6.24,Aqr
116146,,,23.532657,-1.085885,6.39,Psc
116247,,,23.554618,-20.914504,4.7,Aqr
116323,,,23.569171,-1.247567,5.91,Psc
116368,,,23.580378,-15.246005,5.95,Aqr
116422,,,23.591272,1.313142,6.47,Psc
116428,,,23.592242,-7.464431,6.4,Aqr
116495,,,23.606468,2.102222,5.68,Psc
116591,,,23.627655,-13.060243,5.66,Aqr
116624,,,23.634175,-15.095108,6.38,Aqr
116758,,Ome-1,23.663074,-14.222178,4.97,Aqr
116771,,Iot,23.665844,5.626292,4.13,Psc
116853,,,23.685809,-11.680655,5.89,Aqr
116889,,,23.692914,-18.027077,5.36,Aqr
116901,,,23.696057,-17.816533,4.82,Aqr
116918,,,23.699081,7.250546,5.89,Psc
116928,,Lam,23.700779,1.780041,4.49,Psc
116957,,,23.707729,-15.448033,5.27,Aqr
116971,,Ome-2,23.712039,-14.544905,4.49,Aqr
117089,,,23.736688,-18.276938,5.24,Aqr
117218,,,23.766922,-18.67834,5.28,Aqr
117245,,,23.773199,3.486811,4.95,Psc
117314,,,23.787754,-11.911126,5.74,Aqr
117375,,,23.79904,-2.761598,5.49,Psc
117420,,,23.809022,-6.380426,6.09,Aqr
117445,,,23.813713,2.214413,6.47,Psc
117491,,,23.824299,1.076131,5.77,Psc
117494,,,23.825447,-15.861277,6.21,Aqr
117541,,,23.837425,-9.974136,5.93,Aqr
117567,,,23.842579,-14.40149,5.7,Aqr
117629,,,23.855927,-18.909163,5.17,Aqr
117683,,,23.866066,2.930384,5.59,Psc
117722,,,23.874998,-14.251217,5.85,Aqr
117756,,,23.880702,-8.996756,5.76,Aqr
117761,,,23.882101,-3.155482,5.93,Psc
117774,,,23.884655,2.090625,6.29,Psc
117797,,,23.889123,-24.229257,6.23,Aqr
117887,,,23.912951,0.109309,5.78,Psc
117927,,,23.918831,7.070972,6.22,Psc
118209,,,23.977883,-3.555983,4.88,Psc
118268,,Ome,23.988525,6.863321,4.03,Psc
,,,5.124227,18.647141,5.7,Tau
,Castor B,Alp,7.576827,31.89052,2.85,Gem
,,Gam,12.694171,-1.449235,3.52,Vir
,,,13.062675,-20.583353,6.4,Vir
,Graffias,Xi,16.072774,-11.374611,4.84,Sco
,,Xi,16.072774,-11.374611,5.0,Sco
,,,21.073516,-19.855641,6.5,Cap
,,,22.442972,-16.742424,6.21,Aqr
,,,23.165305,-22.457364,5.9,Aqr
,,,6.51947222,17.46638888,6.2,Gem
,,,16.90327777,-41.85027778,6.45,Sco
,,,17.89597222,-34.78611111,6.38,Sco
